,year,artist,track,time
9244,2000,"Carey, Mariah",Crybaby,5:19
9245,2000,"Carey, Mariah",Thank God I Found Yo...,4:14
9246,2000,"Carter, Aaron",Aaron's Party (Come ...,3:23
9247,2000,"Carter, Torrey",Take That,3:43
9248,2000,Changing Faces,That Other Woman,4:00
9249,2000,"Chesney, Kenny",I Lost It,3:54
9250,2000,"Chesney, Kenny",What I Need To Do,4:05
9251,2000,Clark Family Experience,Meanwhile Back At Th...,2:56
9252,2000,"Clark, Terri",A Little Gasoline,3:07
9253,2000,Common,The Light,3:55
9254,2000,Counting Crows,Hanginaround,4:07
9255,2000,Creed,Higher,5:16
9256,2000,Creed,With Arms Wide Open,3:52
9257,2000,"Cyrus, Billy Ray",You Won't Be Lonely ...,3:45
9258,2000,D'Angelo,Left & Right,4:35
9259,2000,D'Angelo,Untitled (How Does I...,7:10
9260,2000,DMX,Party Up (Up In Here...,3:45
9261,2000,DMX,What You Want,4:05
9262,2000,DMX,What's My Name,3:50
9263,2000,Da Brat,That's What I'm Look...,3:44
9264,2000,Da Brat,What'Chu Like,3:57
9265,2000,"Davidson, Clay",Unconditional,3:56
9266,2000,De La Soul,All Good?,5:02
9267,2000,Destiny's Child,Independent Women Pa...,3:38
9268,2000,Destiny's Child,Jumpin' Jumpin',3:48
9269,2000,Destiny's Child,Say My Name,4:31
9270,2000,"Diffie, Joe",It's Always Somethin...,2:55
9271,2000,"Diffie, Joe",The Quittin' Kind,3:23
9272,2000,"Dion, Celine",That's The Way It Is,4:03
9273,2000,"Dixie Chicks, The",Cold Day In July,5:12
9274,2000,"Dixie Chicks, The",Cowboy Take Me Away,4:51
9275,2000,"Dixie Chicks, The",Goodbye Earl,4:19
9276,2000,"Dixie Chicks, The",Without You,3:32
9277,2000,Dr. Dre,Forgot About Dre,3:42
9278,2000,Dr. Dre,The Next Episode,2:38
9279,2000,Drama,"Left, Right, Left",3:37
9280,2000,Dream,He Loves U Not,3:43
9281,2000,"Eastsidaz, The",G'D Up,4:27
9282,2000,"Eastsidaz, The",Got Beef,3:58
9283,2000,Eiffel 65,Blue,3:29
9284,2000,"Elliott, Missy ""Misdemeanor""",Hot Boyz,3:51
9285,2000,Eminem,Stan,5:26
9286,2000,Eminem,The Real Slim Shady,4:42
9287,2000,Eminem,The Way I Am,4:40
9288,2000,En Vogue,Riddle,5:10
9289,2000,"Estefan, Gloria",No Me Dejes De Quere...,3:25
9290,2000,"Evans, Sara",Born To Fly,5:36
9291,2000,Eve,Got It All,3:48
9292,2000,Eve,Love Is Blind,3:51
9293,2000,Everclear,Wonderful,4:30
9294,2000,"Fabian, Lara",I Will Love Again,3:43
9295,2000,Fatboy Slim,The Rockafeller Skan...,4:00
9296,2000,Filter,Take A Picture,4:23
9297,2000,Foo Fighters,Learn To Fly,3:55
9298,2000,Fragma,Toca's Miracle,3:22
9299,2000,Funkmaster Flex,Do You,4:14
9300,2000,Ghostface Killah,Cherchez LaGhost,3:04
9301,2000,"Gill, Vince",Feels Like Love,4:13
9302,2000,"Gilman, Billy",One Voice,4:07
9303,2000,Ginuwine,None Of Ur Friends B...,4:12
9304,2000,Ginuwine,The Best Man I Can B...,4:06
9305,2000,Goo Goo Dolls,Broadway,3:54
9306,2000,"Gray, Macy",I Try,3:52
9307,2000,"Griggs, Andy",She's More,3:19
9308,2000,Guy,Dancin',4:08
9309,2000,Hanson,This Time Around,4:14
9310,2000,"Hart, Beth",L.A. Song,3:47
9311,2000,"Heatherly, Eric",Flowers On The Wall,3:16
9312,2000,"Henley, Don",Taking You Home,4:08
9313,2000,"Herndon, Ty",No Mercy,4:43
9314,2000,"Hill, Faith",Breathe,4:04
9315,2000,"Hill, Faith",Let's Make Love,4:11
9316,2000,Hoku,Another Dumb Blonde,3:47
9317,2000,"Hollister, Dave",Can't Stay,6:17
9318,2000,Hot Boys,I Need A Hot Girl,4:16
9319,2000,"Houston, Whitney",Could I Have This Ki...,3:54
9320,2000,"Houston, Whitney",I Learned From The B...,4:18
9321,2000,"Houston, Whitney",My Love Is Your Love,4:16
9322,2000,"Houston, Whitney","Same Script, Differe...",4:45
9323,2000,IMx,Stay The Night,3:37
9324,2000,Ice Cube,You Can Do It,4:20
9325,2000,Ideal,Whatever,3:48
9326,2000,"Iglesias, Enrique",Be With You,3:36
9327,2000,"Iglesias, Enrique",Rhythm Divine,7:35
9328,2000,J-Shin,One Night Stand,4:34
9329,2000,Ja Rule,Between Me And You,4:05
9330,2000,"Jackson, Alan",It Must Be Love,2:53
9331,2000,"Jackson, Alan",Pop A Top,3:04
9332,2000,"Jackson, Alan",www.memory,2:36
9333,2000,Jagged Edge,He Can't Love U,3:30
9334,2000,Jagged Edge,Let's Get Married,4:23
9335,2000,Janet,Doesn't Really Matte...,4:17
9336,2000,Jay-Z,Anything,3:41
9337,2000,Jay-Z,Big Pimpin',3:55
9338,2000,Jay-Z,Do It Again (Put Ya ...,3:47
9339,2000,Jay-Z,Hey Papi,3:40
9340,2000,Jay-Z,I Just Wanna Love U ...,3:50
9341,2000,"Jean, Wyclef",911,4:00
9342,2000,Joe,I Wanna Know,4:57
9343,2000,Joe,Treat Her Like A Lad...,4:12
9344,2000,"John, Elton",Someday Out Of The B...,4:41
9345,2000,"Jones, Donell",Where I Wanna Be,6:22
9346,2000,"Jordan, Montell",Get It On.. Tonite,4:34
9347,2000,Juvenile,U Understand,3:51
9348,2000,Kandi,Don't Think I'm Not,3:50
9349,2000,"Keith, Toby",Country Comes To Tow...,3:39
9350,2000,"Keith, Toby",How Do You Like Me N...,3:29
9351,2000,Kelis,Caught Out There,4:09
9352,2000,Kenny G,Auld Lang Syne (The ...,7:50
9353,2000,Kid Rock,Only God Knows Why,5:27
9354,2000,"Kravitz, Lenny",I Belong To You,4:17
9355,2000,Kumbia Kings,U Don't Love Me,3:50
9356,2000,LFO,I Don't Wanna Kiss Y...,5:00
9357,2000,LFO,West Side Story,3:27
9358,2000,LL Cool J,Imagine That,4:00
9359,2000,"Larrieux, Amel",Get Up,4:02
9360,2000,"Lawrence, Tracy",Lessons Learned,2:55
9361,2000,"Levert, Gerald",Baby U Are,4:10
9362,2000,"Levert, Gerald",Mr. Too Damn Good,4:06
9363,2000,Lil Bow Wow,Bounce With Me,3:22
9364,2000,Lil Wayne,Tha Block Is Hot,4:13
9365,2000,Lil' Kim,How Many Licks?,3:50
9366,2000,Lil' Kim,No Matter What They ...,4:12
9367,2000,Lil' Mo,Ta Da,4:17
9368,2000,Lil' Zane,Callin' Me,3:43
9369,2000,Limp Bizkit,N 2 Gether Now,3:55
9370,2000,Limp Bizkit,Re-Arranged,4:08
9371,2000,Limp Bizkit,Rollin',4:04
9372,2000,Lonestar,Amazed,4:25
9373,2000,Lonestar,Smile,3:33
9374,2000,Lonestar,What About Now,3:30
9375,2000,"Lopez, Jennifer",Feelin' Good,4:28
9376,2000,"Loveless, Patty",That's The Kind Of M...,3:27
9377,2000,Lox,"Ryde or Die, Chick",3:56
9378,2000,Lucy Pearl,Dance Tonight,3:45
9379,2000,Ludacris,What's Your Fantasy,4:16
9380,2000,M2M,Don't Say You Love M...,3:41
9381,2000,M2M,Mirror Mirror,3:19
9382,2000,Madison Avenue,Don't Call Me Baby,3:44
9383,2000,Madonna,American Pie,4:30
9384,2000,Madonna,Music,3:45
9385,2000,"Martin, Ricky",Private Emotion,4:02
9386,2000,"Martin, Ricky",Shake Your Bon-Bon,3:08
9387,2000,"Martin, Ricky",She Bangs,4:02
9388,2000,Mary Mary,Shackles (Praise You...,3:12
9389,2000,Master P,Souljas,3:33
9390,2000,"McBride, Martina",Love's The Only Hous...,5:13
9391,2000,"McBride, Martina",There You Are,3:26
9392,2000,"McEntire, Reba",I'll Be,4:23
9393,2000,"McEntire, Reba",What Do You Say,3:26
9394,2000,"McGraw, Tim",My Best Friend,4:33
9395,2000,"McGraw, Tim",My Next Thirty Years,3:37
9396,2000,"McGraw, Tim",Some Things Never Ch...,3:56
9397,2000,"McKnight, Brian",Stay Or Let It Go,4:32
9398,2000,"Messina, Jo Dee",Because You Love Me,3:50
9399,2000,"Messina, Jo Dee",That's The Way,3:17
9400,2000,Metallica,I Disappear,4:26
9401,2000,Metallica,No Leaf Clover (Live...,5:43
9402,2000,Montgomery Gentry,Daddy Won't Sell The...,4:18
9403,2000,"Montgomery, John Michael",The Little Girl,3:52
9404,2000,"Moore, Chante",Straight Up,3:40
9405,2000,"Moore, Mandy",I Wanna Be With You,4:12
9406,2000,"Mumba, Samantha",Gotta Tell You,3:19
9407,2000,Musiq,Just Friends,4:02
9408,2000,Mya,Case Of The Ex (What...,3:50
9409,2000,Mya,The Best Of Me,4:12
9410,2000,Mystikal,Shake Ya Ass,4:46
9411,2000,N'Sync,Bye Bye Bye,3:15
9412,2000,N'Sync,It's Gonna Be Me,3:10
9413,2000,N'Sync,This I Promise You,4:23
9414,2000,Nas,You Owe Me,3:51
9415,2000,Nelly,(Hot S**t) Country G...,4:17
9416,2000,Next,Wifey,4:03
9417,2000,Nine Days,Absolutely (Story Of...,3:09
9418,2000,Nine Days,If I Am,4:18
9419,2000,No Doubt,Simple Kind Of Life,4:11
9420,2000,Nu Flavor,3 Little Words,3:54
9421,2000,"Offspring, The",Original Prankster,3:42
9422,2000,"Paisley, Brad",Me Neither,3:19
9423,2000,"Paisley, Brad",We Danced,3:45
9424,2000,Papa Roach,Last Resort,3:19
9425,2000,Pearl Jam,Nothing As It Seems,5:20
9426,2000,Pink,Most Girls,4:06
9427,2000,Pink,There U Go,3:23
9428,2000,"Price, Kelly",As We Lay,6:20
9429,2000,"Price, Kelly",Love Sets You Free,3:46
9430,2000,"Price, Kelly",You Should've Told M...,3:12
9431,2000,Profyle,Liar,3:57
9432,2000,Puff Daddy,Best Friend,5:33
9433,2000,Q-Tip,Breathe And Stop,4:06
9434,2000,R.E.M.,The Great Beyond,4:10
9435,2000,Rascal Flatts,Prayin' For Daylight,3:36
9436,2000,"Raye, Collin",Couldn't Last A Mome...,3:40
9437,2000,Red Hot Chili Peppers,Californication,5:21
9438,2000,Red Hot Chili Peppers,Otherside,4:13
9439,2000,"Rimes, LeAnn",Big Deal,3:03
9440,2000,"Rimes, LeAnn",Can't Fight The Moon...,3:33
9441,2000,"Rimes, LeAnn",I Need You,3:42
9442,2000,"Rogers, Kenny",Buy Me A Rose,3:46
9443,2000,Ruff Endz,No More,3:56
9444,2000,Sammie,I Like It,4:09
9445,2000,Santana,"Maria, Maria",4:18
9446,2000,Savage Garden,Crash And Burn,4:41
9447,2000,Savage Garden,I Knew I Loved You,4:07
9448,2000,SheDaisy,Deck The Halls,3:46
9449,2000,SheDaisy,I Will.. But,3:40
9450,2000,SheDaisy,This Woman Needs,3:20
9451,2000,"Sheist, Shade",Where I Wanna Be,4:16
9452,2000,Shyne,Bad Boyz,4:22
9453,2000,"Simpson, Jessica",I Think I'm In Love ...,3:32
9454,2000,"Simpson, Jessica",Where You Are,3:51
9455,2000,Sisqo,Got To Get It,3:52
9456,2000,Sisqo,Incomplete,3:52
9457,2000,Sisqo,Thong Song,4:05
9458,2000,Sister Hazel,Change Your Mind,4:02
9459,2000,Smash Mouth,Then The Morning Com...,3:04
9460,2000,"Smith, Will",Freakin' It,3:58
9461,2000,Son By Four,A Puro Dolor (Purest...,3:30
9462,2000,Sonique,It Feels So Good,3:48
9463,2000,SoulDecision,Faded,3:25
9464,2000,"Spears, Britney",From The Bottom Of M...,4:30
9465,2000,"Spears, Britney",Lucky,3:23
9466,2000,"Spears, Britney",Oops!.. I Did It Aga...,3:30
9467,2000,"Spencer, Tracie",Still In My Heart,4:11
9468,2000,Splender,I Think God Can Expl...,3:55
9469,2000,Sting,Desert Rose,3:52
9470,2000,Stone Temple Pilots,Sour Girl,4:16
9471,2000,"Stone, Angie",No More Rain (In Thi...,4:42
9472,2000,"Strait, George",Go On,3:48
9473,2000,"Strait, George",The Best Day,3:24
9474,2000,Sugar Ray,Falls Apart,4:15
9475,2000,TLC,Dear Lie,4:36
9476,2000,Tamar,If You Don't Wanna L...,4:02
9477,2000,Tamia,Can't Go For That,3:38
9478,2000,Third Eye Blind,Deep Inside Of You,4:10
9479,2000,Third Eye Blind,Never Let You Go,3:57
9480,2000,"Thomas, Carl",Emotional,4:31
9481,2000,"Thomas, Carl",I Wish,3:50
9482,2000,"Thomas, Carl",Summer Rain,4:57
9483,2000,"Tippin, Aaron",Kiss This,2:53
9484,2000,Train,Meet Virginia,3:55
9485,2000,Trick Daddy,Shut Up,4:17
9486,2000,Trina,Pull Over,2:58
9487,2000,"Tritt, Travis",Best Of Intentions,4:15
9488,2000,Tuesday,I Know,4:06
9489,2000,"Urban, Keith",Your Everything,4:10
9490,2000,Usher,Pop Ya Collar,3:36
9491,2000,"Vassar, Phil",Carlene,4:07
9492,2000,"Vassar, Phil",Just Another Day In ...,3:54
9493,2000,Vertical Horizon,Everything You Want,4:01
9494,2000,Vertical Horizon,You're A God,3:45
9495,2000,Vitamin C,Graduation (Friends ...,4:23
9496,2000,Vitamin C,The Itch,3:30
9497,2000,"Walker, Clay","Live, Laugh, Love",4:06
9498,2000,"Walker, Clay",The Chain Of Love,5:03
9499,2000,"Wallflowers, The",Sleepwalker,3:29
9500,2000,Westlife,Swear It Again,4:07
9501,2000,"Williams, Robbie",Angels,3:56
9502,2000,"Wills, Mark",Back At One,4:00
9503,2000,"Worley, Darryl",When You Need My Lov...,3:35
9504,2000,"Wright, Chely",It Was,3:51
9505,2000,Yankee Grey,Another Nine Minutes,3:10
9506,2000,"Yearwood, Trisha",Real Live Woman,3:55
9507,2000,Ying Yang Twins,Whistle While You Tw...,4:19
9508,2000,Zombie Nation,Kernkraft 400,3:30
9509,2000,matchbox twenty,Bent,4:12
9510,2000,2 Pac,Baby Don't Cry (Keep...,4:22
9511,2000,2Ge+her,The Hardest Part Of ...,3:15
9512,2000,3 Doors Down,Kryptonite,3:53
9513,2000,3 Doors Down,Loser,4:24
9514,2000,504 Boyz,Wobble Wobble,3:35
9515,2000,98^0,Give Me Just One Nig...,3:24
9516,2000,A*Teens,Dancing Queen,3:44
9517,2000,Aaliyah,I Don't Wanna,4:15
9518,2000,Aaliyah,Try Again,4:03
9519,2000,"Adams, Yolanda",Open My Heart,5:30
9520,2000,"Adkins, Trace",More,3:05
9521,2000,"Aguilera, Christina",Come On Over Baby (A...,3:38
9522,2000,"Aguilera, Christina",I Turn To You,4:00
9523,2000,"Aguilera, Christina",What A Girl Wants,3:18
9524,2000,Alice Deejay,Better Off Alone,6:50
9525,2000,"Allan, Gary",Smoke Rings In The D...,4:18
9526,2000,Amber,Sexual,4:38
9527,2000,Anastacia,I'm Outta Love,4:01
9528,2000,"Anthony, Marc",My Baby You,3:59
9529,2000,"Anthony, Marc",You Sang To Me,3:50
9530,2000,Avant,My First Love,4:28
9531,2000,Avant,Separated,4:13
9532,2000,BBMak,Back Here,3:35
9533,2000,"Backstreet Boys, The",Shape Of My Heart,3:49
9534,2000,"Backstreet Boys, The",Show Me The Meaning ...,3:54
9535,2000,"Backstreet Boys, The",The One,3:46
9536,2000,"Badu, Erkyah",Bag Lady,5:03
9537,2000,Baha Men,Who Let The Dogs Out,3:17
9538,2000,Barenaked Ladies,Pinch Me,3:46
9539,2000,Beenie Man,Girls Dem Sugar,4:17
9540,2000,Before Dark,Monica,4:04
9541,2000,"Bega, Lou",Tricky Tricky ,3:23
9542,2000,Big Punisher,It's So Hard,3:25
9543,2000,Black Rob,Whoa!,4:04
9544,2000,"Black, Clint",Been There,5:28
9545,2000,Blaque,Bring It All To Me,3:46
9546,2000,"Blige, Mary J.",Deep Inside,5:26
9547,2000,"Blige, Mary J.",Give Me You,5:00
9548,2000,Blink-182,All The Small Things,2:52
9549,2000,Bloodhound Gang,The Bad Touch,4:20
9550,2000,Bon Jovi,It's My Life,3:44
9551,2000,"Braxton, Toni",He Wasn't Man Enough,4:21
9552,2000,"Braxton, Toni",Just Be A Man About ...,4:10
9553,2000,"Braxton, Toni",Spanish Guitar,4:24
9554,2000,"Brock, Chad",A Country Boy Can Su...,3:54
9555,2000,"Brock, Chad",Yes!,3:22
9556,2000,Brooks & Dunn,You'll Always Be Lov...,2:58
9557,2000,"Brooks, Garth",Do What You Gotta Do,2:56
9558,2000,"Byrd, Tracy",Put Your Hand In Min...,4:30
9559,2000,"Cagle, Chris",My Love Goes On And ...,3:02
9560,2000,Cam'ron,What Means The World...,4:38
9561,2000,"Carey, Mariah",Crybaby,5:19
9562,2000,"Carey, Mariah",Thank God I Found Yo...,4:14
9563,2000,"Carter, Aaron",Aaron's Party (Come ...,3:23
9564,2000,"Carter, Torrey",Take That,3:43
9565,2000,Changing Faces,That Other Woman,4:00
9566,2000,"Chesney, Kenny",I Lost It,3:54
9567,2000,"Chesney, Kenny",What I Need To Do,4:05
9568,2000,Clark Family Experience,Meanwhile Back At Th...,2:56
9569,2000,"Clark, Terri",A Little Gasoline,3:07
9570,2000,Common,The Light,3:55
9571,2000,Counting Crows,Hanginaround,4:07
9572,2000,Creed,Higher,5:16
9573,2000,Creed,With Arms Wide Open,3:52
9574,2000,"Cyrus, Billy Ray",You Won't Be Lonely ...,3:45
9575,2000,D'Angelo,Left & Right,4:35
9576,2000,D'Angelo,Untitled (How Does I...,7:10
9577,2000,DMX,Party Up (Up In Here...,3:45
9578,2000,DMX,What You Want,4:05
9579,2000,DMX,What's My Name,3:50
9580,2000,Da Brat,That's What I'm Look...,3:44
9581,2000,Da Brat,What'Chu Like,3:57
9582,2000,"Davidson, Clay",Unconditional,3:56
9583,2000,De La Soul,All Good?,5:02
9584,2000,Destiny's Child,Independent Women Pa...,3:38
9585,2000,Destiny's Child,Jumpin' Jumpin',3:48
9586,2000,Destiny's Child,Say My Name,4:31
9587,2000,"Diffie, Joe",It's Always Somethin...,2:55
9588,2000,"Diffie, Joe",The Quittin' Kind,3:23
9589,2000,"Dion, Celine",That's The Way It Is,4:03
9590,2000,"Dixie Chicks, The",Cold Day In July,5:12
9591,2000,"Dixie Chicks, The",Cowboy Take Me Away,4:51
9592,2000,"Dixie Chicks, The",Goodbye Earl,4:19
9593,2000,"Dixie Chicks, The",Without You,3:32
9594,2000,Dr. Dre,Forgot About Dre,3:42
9595,2000,Dr. Dre,The Next Episode,2:38
9596,2000,Drama,"Left, Right, Left",3:37
9597,2000,Dream,He Loves U Not,3:43
9598,2000,"Eastsidaz, The",G'D Up,4:27
9599,2000,"Eastsidaz, The",Got Beef,3:58
9600,2000,Eiffel 65,Blue,3:29
9601,2000,"Elliott, Missy ""Misdemeanor""",Hot Boyz,3:51
9602,2000,Eminem,Stan,5:26
9603,2000,Eminem,The Real Slim Shady,4:42
9604,2000,Eminem,The Way I Am,4:40
9605,2000,En Vogue,Riddle,5:10
9606,2000,"Estefan, Gloria",No Me Dejes De Quere...,3:25
9607,2000,"Evans, Sara",Born To Fly,5:36
9608,2000,Eve,Got It All,3:48
9609,2000,Eve,Love Is Blind,3:51
9610,2000,Everclear,Wonderful,4:30
9611,2000,"Fabian, Lara",I Will Love Again,3:43
9612,2000,Fatboy Slim,The Rockafeller Skan...,4:00
9613,2000,Filter,Take A Picture,4:23
9614,2000,Foo Fighters,Learn To Fly,3:55
9615,2000,Fragma,Toca's Miracle,3:22
9616,2000,Funkmaster Flex,Do You,4:14
9617,2000,Ghostface Killah,Cherchez LaGhost,3:04
9618,2000,"Gill, Vince",Feels Like Love,4:13
9619,2000,"Gilman, Billy",One Voice,4:07
9620,2000,Ginuwine,None Of Ur Friends B...,4:12
9621,2000,Ginuwine,The Best Man I Can B...,4:06
9622,2000,Goo Goo Dolls,Broadway,3:54
9623,2000,"Gray, Macy",I Try,3:52
9624,2000,"Griggs, Andy",She's More,3:19
9625,2000,Guy,Dancin',4:08
9626,2000,Hanson,This Time Around,4:14
9627,2000,"Hart, Beth",L.A. Song,3:47
9628,2000,"Heatherly, Eric",Flowers On The Wall,3:16
9629,2000,"Henley, Don",Taking You Home,4:08
9630,2000,"Herndon, Ty",No Mercy,4:43
9631,2000,"Hill, Faith",Breathe,4:04
9632,2000,"Hill, Faith",Let's Make Love,4:11
9633,2000,Hoku,Another Dumb Blonde,3:47
9634,2000,"Hollister, Dave",Can't Stay,6:17
9635,2000,Hot Boys,I Need A Hot Girl,4:16
9636,2000,"Houston, Whitney",Could I Have This Ki...,3:54
9637,2000,"Houston, Whitney",I Learned From The B...,4:18
9638,2000,"Houston, Whitney",My Love Is Your Love,4:16
9639,2000,"Houston, Whitney","Same Script, Differe...",4:45
9640,2000,IMx,Stay The Night,3:37
9641,2000,Ice Cube,You Can Do It,4:20
9642,2000,Ideal,Whatever,3:48
9643,2000,"Iglesias, Enrique",Be With You,3:36
9644,2000,"Iglesias, Enrique",Rhythm Divine,7:35
9645,2000,J-Shin,One Night Stand,4:34
9646,2000,Ja Rule,Between Me And You,4:05
9647,2000,"Jackson, Alan",It Must Be Love,2:53
9648,2000,"Jackson, Alan",Pop A Top,3:04
9649,2000,"Jackson, Alan",www.memory,2:36
9650,2000,Jagged Edge,He Can't Love U,3:30
9651,2000,Jagged Edge,Let's Get Married,4:23
9652,2000,Janet,Doesn't Really Matte...,4:17
9653,2000,Jay-Z,Anything,3:41
9654,2000,Jay-Z,Big Pimpin',3:55
9655,2000,Jay-Z,Do It Again (Put Ya ...,3:47
9656,2000,Jay-Z,Hey Papi,3:40
9657,2000,Jay-Z,I Just Wanna Love U ...,3:50
9658,2000,"Jean, Wyclef",911,4:00
9659,2000,Joe,I Wanna Know,4:57
9660,2000,Joe,Treat Her Like A Lad...,4:12
9661,2000,"John, Elton",Someday Out Of The B...,4:41
9662,2000,"Jones, Donell",Where I Wanna Be,6:22
9663,2000,"Jordan, Montell",Get It On.. Tonite,4:34
9664,2000,Juvenile,U Understand,3:51
9665,2000,Kandi,Don't Think I'm Not,3:50
9666,2000,"Keith, Toby",Country Comes To Tow...,3:39
9667,2000,"Keith, Toby",How Do You Like Me N...,3:29
9668,2000,Kelis,Caught Out There,4:09
9669,2000,Kenny G,Auld Lang Syne (The ...,7:50
9670,2000,Kid Rock,Only God Knows Why,5:27
9671,2000,"Kravitz, Lenny",I Belong To You,4:17
9672,2000,Kumbia Kings,U Don't Love Me,3:50
9673,2000,LFO,I Don't Wanna Kiss Y...,5:00
9674,2000,LFO,West Side Story,3:27
9675,2000,LL Cool J,Imagine That,4:00
9676,2000,"Larrieux, Amel",Get Up,4:02
9677,2000,"Lawrence, Tracy",Lessons Learned,2:55
9678,2000,"Levert, Gerald",Baby U Are,4:10
9679,2000,"Levert, Gerald",Mr. Too Damn Good,4:06
9680,2000,Lil Bow Wow,Bounce With Me,3:22
9681,2000,Lil Wayne,Tha Block Is Hot,4:13
9682,2000,Lil' Kim,How Many Licks?,3:50
9683,2000,Lil' Kim,No Matter What They ...,4:12
9684,2000,Lil' Mo,Ta Da,4:17
9685,2000,Lil' Zane,Callin' Me,3:43
9686,2000,Limp Bizkit,N 2 Gether Now,3:55
9687,2000,Limp Bizkit,Re-Arranged,4:08
9688,2000,Limp Bizkit,Rollin',4:04
9689,2000,Lonestar,Amazed,4:25
9690,2000,Lonestar,Smile,3:33
9691,2000,Lonestar,What About Now,3:30
9692,2000,"Lopez, Jennifer",Feelin' Good,4:28
9693,2000,"Loveless, Patty",That's The Kind Of M...,3:27
9694,2000,Lox,"Ryde or Die, Chick",3:56
9695,2000,Lucy Pearl,Dance Tonight,3:45
9696,2000,Ludacris,What's Your Fantasy,4:16
9697,2000,M2M,Don't Say You Love M...,3:41
9698,2000,M2M,Mirror Mirror,3:19
9699,2000,Madison Avenue,Don't Call Me Baby,3:44
9700,2000,Madonna,American Pie,4:30
9701,2000,Madonna,Music,3:45
9702,2000,"Martin, Ricky",Private Emotion,4:02
9703,2000,"Martin, Ricky",Shake Your Bon-Bon,3:08
9704,2000,"Martin, Ricky",She Bangs,4:02
9705,2000,Mary Mary,Shackles (Praise You...,3:12
9706,2000,Master P,Souljas,3:33
9707,2000,"McBride, Martina",Love's The Only Hous...,5:13
9708,2000,"McBride, Martina",There You Are,3:26
9709,2000,"McEntire, Reba",I'll Be,4:23
9710,2000,"McEntire, Reba",What Do You Say,3:26
9711,2000,"McGraw, Tim",My Best Friend,4:33
9712,2000,"McGraw, Tim",My Next Thirty Years,3:37
9713,2000,"McGraw, Tim",Some Things Never Ch...,3:56
9714,2000,"McKnight, Brian",Stay Or Let It Go,4:32
9715,2000,"Messina, Jo Dee",Because You Love Me,3:50
9716,2000,"Messina, Jo Dee",That's The Way,3:17
9717,2000,Metallica,I Disappear,4:26
9718,2000,Metallica,No Leaf Clover (Live...,5:43
9719,2000,Montgomery Gentry,Daddy Won't Sell The...,4:18
9720,2000,"Montgomery, John Michael",The Little Girl,3:52
9721,2000,"Moore, Chante",Straight Up,3:40
9722,2000,"Moore, Mandy",I Wanna Be With You,4:12
9723,2000,"Mumba, Samantha",Gotta Tell You,3:19
9724,2000,Musiq,Just Friends,4:02
9725,2000,Mya,Case Of The Ex (What...,3:50
9726,2000,Mya,The Best Of Me,4:12
9727,2000,Mystikal,Shake Ya Ass,4:46
9728,2000,N'Sync,Bye Bye Bye,3:15
9729,2000,N'Sync,It's Gonna Be Me,3:10
9730,2000,N'Sync,This I Promise You,4:23
9731,2000,Nas,You Owe Me,3:51
9732,2000,Nelly,(Hot S**t) Country G...,4:17
9733,2000,Next,Wifey,4:03
9734,2000,Nine Days,Absolutely (Story Of...,3:09
9735,2000,Nine Days,If I Am,4:18
9736,2000,No Doubt,Simple Kind Of Life,4:11
9737,2000,Nu Flavor,3 Little Words,3:54
9738,2000,"Offspring, The",Original Prankster,3:42
9739,2000,"Paisley, Brad",Me Neither,3:19
9740,2000,"Paisley, Brad",We Danced,3:45
9741,2000,Papa Roach,Last Resort,3:19
9742,2000,Pearl Jam,Nothing As It Seems,5:20
9743,2000,Pink,Most Girls,4:06
9744,2000,Pink,There U Go,3:23
9745,2000,"Price, Kelly",As We Lay,6:20
9746,2000,"Price, Kelly",Love Sets You Free,3:46
9747,2000,"Price, Kelly",You Should've Told M...,3:12
9748,2000,Profyle,Liar,3:57
9749,2000,Puff Daddy,Best Friend,5:33
9750,2000,Q-Tip,Breathe And Stop,4:06
9751,2000,R.E.M.,The Great Beyond,4:10
9752,2000,Rascal Flatts,Prayin' For Daylight,3:36
9753,2000,"Raye, Collin",Couldn't Last A Mome...,3:40
9754,2000,Red Hot Chili Peppers,Californication,5:21
9755,2000,Red Hot Chili Peppers,Otherside,4:13
9756,2000,"Rimes, LeAnn",Big Deal,3:03
9757,2000,"Rimes, LeAnn",Can't Fight The Moon...,3:33
9758,2000,"Rimes, LeAnn",I Need You,3:42
9759,2000,"Rogers, Kenny",Buy Me A Rose,3:46
9760,2000,Ruff Endz,No More,3:56
9761,2000,Sammie,I Like It,4:09
9762,2000,Santana,"Maria, Maria",4:18
9763,2000,Savage Garden,Crash And Burn,4:41
9764,2000,Savage Garden,I Knew I Loved You,4:07
9765,2000,SheDaisy,Deck The Halls,3:46
9766,2000,SheDaisy,I Will.. But,3:40
9767,2000,SheDaisy,This Woman Needs,3:20
9768,2000,"Sheist, Shade",Where I Wanna Be,4:16
9769,2000,Shyne,Bad Boyz,4:22
9770,2000,"Simpson, Jessica",I Think I'm In Love ...,3:32
9771,2000,"Simpson, Jessica",Where You Are,3:51
9772,2000,Sisqo,Got To Get It,3:52
9773,2000,Sisqo,Incomplete,3:52
9774,2000,Sisqo,Thong Song,4:05
9775,2000,Sister Hazel,Change Your Mind,4:02
9776,2000,Smash Mouth,Then The Morning Com...,3:04
9777,2000,"Smith, Will",Freakin' It,3:58
9778,2000,Son By Four,A Puro Dolor (Purest...,3:30
9779,2000,Sonique,It Feels So Good,3:48
